,course_title,Channel Title,Subscriber Count,Views,Likes,Comment Count,Language,Duration (Seconds),Theme,clean_course_title
11991,DEVOPS - Types of Version Control Systems - Centralized Vs Distributed | by DURGA Sir,Durga Software Solutions,808000,18757,266,23,en,4651,Version Control Systems,DEVOPS  Types Version Control Systems  Centralized Vs Distributed  DURGA Sir
11992,Types  of version control systems,Computer Science Junction,10,187,5,0,en,189,Version Control Systems,Types version control systems
11993,#1. What is Version Control System?,Retarget Common,8140,624,19,3,en,787,Version Control Systems,1 Version Control System
11994,GIT - What is Version Control or Source Code Management,SkillBakery Studio,3430,2011,23,1,en,121,Version Control Systems,GIT  Version Control Source Code Management
11995,"1. Git, Distributed Version Control System (VCS) Introduction. Explore Different types of VCS - GIT",Leela Web Dev,37700,40089,461,21,en,939,Version Control Systems,1 Git Distributed Version Control System VCS Introduction Explore Different types VCS  GIT
11997,Version Control Comparison,Harry Eng,14,7887,0,0,Unknown,178,Version Control Systems,Version Control Comparison
11998,Git Full Course - 6 Hours | Git Tutorial for Beginners [2024] | DevOps Git Tutorial | Edureka,edureka!,3900000,66149,1175,12,en,21823,Version Control Systems,Git Course  6 Hours  Git Tutorial Beginners 2024  DevOps Git Tutorial  Edureka
11999,GIT-Day-1 Introduction to GIT  and Version control systems,Rajesh-Devops,4490,2448,51,18,Unknown,4681,Version Control Systems,GITDay1 Introduction GIT Version control systems
12000,Overview of Digital Forensics,ISACA HQ,24000,174662,2003,0,Unknown,325,Digital Forensics,Overview Digital Forensics
12001,Digital Forensics Solves Murder of a 24-Year-Old Jogger | Witness to Murder: Digital Evidence,A&E,10200000,30251,769,58,en,522,Digital Forensics,Digital Forensics Solves Murder 24YearOld Jogger  Witness Murder Digital Evidence
12002,Digital Forensics | Davin Teo | TEDxHongKongSalon,TEDx Talks,39800000,103083,1681,62,Unknown,896,Digital Forensics,Digital Forensics  Davin Teo  TEDxHongKongSalon
12003,Inside the FBI's digital forensics laboratory,FOX 13 News Utah,280000,22497,243,9,en,127,Digital Forensics,Inside FBIs digital forensics laboratory
12004,Digital Forensics - SY0-601 CompTIA Security+ : 4.5,Professor Messer,825000,56824,661,4,en,490,Digital Forensics,Digital Forensics  SY0601 CompTIA Security  45
12005,DFS101: 1.1 Introduction to digital forensics,DFIRScience,36000,109878,2017,88,en,1301,Digital Forensics,DFS101 11 Introduction digital forensics
12006,Digital Forensics with FTK Imager (TryHackMe Advent of Cyber Day 8),John Hammond,1050000,49655,1088,44,en,543,Digital Forensics,Digital Forensics FTK Imager TryHackMe Advent Cyber Day 8
12007,How to become a Digital Forensics Investigator | EC-Council,EC-Council,37700,41866,962,0,en,295,Digital Forensics,Digital Forensics Investigator  ECCouncil
12008,TryHackMe's Advent of Cyber - Day 24 - Mobile Device Forensics,theshyhat,117,28,2,0,en,2836,Digital Forensics,TryHackMes Advent Cyber  Day 24  Mobile Device Forensics
12009,What is Computer Forensics and How is it Used?,Eye on Tech,77100,25811,319,4,en,157,Digital Forensics,Computer Forensics Used
12010,My life as Cyber Forensic Investigator and what Certifications you should,UnixGuy | Cyber Security,110000,52007,1607,202,Unknown,757,Digital Forensics,life Cyber Forensic Investigator Certifications
12011,Gruesome Murder Case Solved by REVOLUTIONARY Forensic Tool | Witness to Murder: Digital Evidence,A&E,10200000,41643,716,50,en,585,Digital Forensics,Gruesome Murder Case Solved REVOLUTIONARY Forensic Tool  Witness Murder Digital Evidence
12012,Digital Forensics Analysts Career Video,CareerOneStop,31500,1339,13,0,en,107,Digital Forensics,Digital Forensics Analysts Career Video
12013,Best digital forensics | computer forensics| cyber forensic free tools,Information Security Newspaper,18300,110877,2618,0,en,1516,Digital Forensics,Best digital forensics  computer forensics cyber forensic free tools
12014,"Digital Forensics Analyst Job? | Salary, Certifications, Skills & Tools, Bootcamp, Education, etc.",Sandra - Tech & Lifestyle,78300,43507,1424,90,en,824,Digital Forensics,Digital Forensics Analyst Job  Salary Certifications Skills  Tools Bootcamp Education etc
12015,I-Team: Inside The FBI's Digital Forensic Lab In Boston,CBS Boston,210000,4521,52,6,en,165,Digital Forensics,ITeam Inside FBIs Digital Forensic Lab Boston
12016,Dark side of Cyber Forensics,UnixGuy | Cyber Security,110000,29618,1553,71,Unknown,54,Digital Forensics,Dark Cyber Forensics
12017,Introduction to Digital Forensics - Learn the Basics,Prabh Nair,65000,7790,165,23,en,2218,Digital Forensics,Introduction Digital Forensics  Learn Basics
12018,DFIR 101: Digital Forensics Essentials | Kathryn Hedley,SANS Digital Forensics and Incident Response,67800,27763,613,21,en,4565,Digital Forensics,DFIR 101 Digital Forensics Essentials  Kathryn Hedley
12019,Digital Forensics Full Course With Practicals - First On YouTube [ Hindi ],Defronix Academy,6600,9821,531,33,Unknown,15343,Digital Forensics,Digital Forensics Course Practicals  YouTube  Hindi 
12020,Digital Forensics  - What you need to know. Part 1,Data Rescue Labs Inc.(ForensicGuy),14800,23386,660,77,Unknown,1115,Digital Forensics,Digital Forensics  need know 1
12021,What is computer forensics? 🖱️#shorts,Google Career Certificates,312000,5244969,80,3,en,22,Digital Forensics,computer forensics shorts
12022,How to know if your PC is hacked? Digital Forensics 101,The PC Security Channel,448000,494221,17969,440,en,661,Digital Forensics,know PC hacked Digital Forensics 101
12023,Understanding the Forensic Science in Digital Forensics,SANS Digital Forensics and Incident Response,67800,8752,99,0,en,3416,Digital Forensics,Understanding Forensic Science Digital Forensics
12024,Computer Forensics Cybersecurity Career Guide,Nicole Enesse ,54300,19483,824,64,Unknown,518,Digital Forensics,Computer Forensics Cybersecurity Career Guide
12025,Digital Forensic Crash Course for Beginners,My CS,214000,42568,729,9,en,1446,Digital Forensics,Digital Forensic Crash Course Beginners
12026,Top required skill in digital forensics and infosec,DFIRScience,36000,15026,657,17,en,16,Digital Forensics,required skill digital forensics infosec
12027,Can Vehicle Digital Forensics Change How Crimes Are Solved?,Inside Edition,12700000,51876,1058,148,en,178,Digital Forensics,Vehicle Digital Forensics Change Crimes Solved
12028,Introduction to Digital Forensics and Investigation,Dr S Khan,1130,3755,110,0,Unknown,2161,Digital Forensics,Introduction Digital Forensics Investigation
12029,Digital Forensics Course | Digital Forensics for Beginners | NetCom Learning,NetCom Learning,5990,25188,214,1,Unknown,8739,Digital Forensics,Digital Forensics Course  Digital Forensics Beginners  NetCom Learning
12030,Cybersecurity & Digital Forensics Tutorial | Cybersecurity Training | Edureka | Cybersecurity Live 1,edureka!,3900000,27396,525,4,en,1246,Digital Forensics,Cybersecurity  Digital Forensics Tutorial  Cybersecurity Training  Edureka  Cybersecurity Live 1
12031,Starting a New Digital Forensic Investigation Case in Autopsy 4.19+,DFIRScience,36000,87881,1394,97,en,2339,Digital Forensics,Starting New Digital Forensic Investigation Case Autopsy 419
12032,Master Digital Forensics | Forensics Fundamentals | Part 1 | Masters in I,Cyberwings Security,164000,6605,293,23,hi,713,Digital Forensics,Master Digital Forensics  Forensics Fundamentals  1  Masters
12033,Cybersecurity vs Cyber Forensics: Know the difference,Cyber Security Kings,1970,28287,603,11,en,251,Digital Forensics,Cybersecurity vs Cyber Forensics Know difference
12034,Introduction to Windows Forensics,13Cubed,45400,154043,2393,112,Unknown,3873,Digital Forensics,Introduction Windows Forensics
12035,All Things Entry Level Digital Forensics and Incident Response Engineer DFIR,"Gerald Auger, PhD - Simply Cyber",96600,24236,852,47,en,1156,Digital Forensics,Things Entry Level Digital Forensics Incident Response Engineer DFIR
12036,Understanding Digital forensics In Under 5 Minutes | EC-Council,EC-Council,37700,1813,30,0,en,232,Digital Forensics,Understanding Digital forensics 5 Minutes  ECCouncil
12037,Getting started in digital forensics,Infosec,78200,67493,1082,24,Unknown,3722,Digital Forensics,Getting started digital forensics
12038,Tutorial Series: Digital Forensics for Beginners - File Recovery & Analysis (in Bahasa Indonesia).,Semi Yulianto,21200,21061,560,66,Unknown,1565,Digital Forensics,Tutorial Series Digital Forensics Beginners  File Recovery  Analysis in Bahasa Indonesia
12039,Digital Forensic recruitment,Surrey Police,2620,7837,87,0,en,171,Digital Forensics,Digital Forensic recruitment
12041,Digital Forensics Training You Can Actually Afford!,13Cubed,45400,10635,245,63,en,383,Digital Forensics,Digital Forensics Training Actually Afford
12042,How to set up a digital forensics lab | Cyber Work Hacks,Infosec,78200,5042,163,13,en,535,Digital Forensics,set digital forensics lab  Cyber Work Hacks
12043,Cyber Forensic Lab| Mobile Forensic| Computer Forensic | Digital Forensic Training & Internships,HAWK EYE FORENSIC,474,12449,490,9,Unknown,19,Digital Forensics,Cyber Forensic Lab Mobile Forensic Computer Forensic  Digital Forensic Training  Internships
12044,Sextortion and Black Mail | Digital Forensics Corp.,Digital Forensics,2820,32063,262,150,Unknown,163,Digital Forensics,Sextortion Black Mail  Digital Forensics Corp
12045,Digital Forensics VS Cyber Security | Difference b/w Cyber Security and Digital Forensics,Analystgirish,201,4241,105,13,Unknown,167,Digital Forensics,Digital Forensics VS Cyber Security  Difference bw Cyber Security Digital Forensics
12046,Global Digital Forensics - Solving cases with computer forensics,GDFforensics,36,1737,2,0,Unknown,139,Digital Forensics,Global Digital Forensics  Solving cases computer forensics
12047,Is your PC hacked? RAM Forensics with Volatility,The PC Security Channel,448000,865774,32923,957,en,869,Digital Forensics,PC hacked RAM Forensics Volatility
12048,Breaking down digital forensics certifications | Cyber Work Hacks,Infosec,78200,1956,51,1,en,568,Digital Forensics,Breaking digital forensics certifications  Cyber Work Hacks
12049,Magnet AXIOM - Modernizing Digital Forensics Investigations,Magnet Forensics,6520,130636,389,6,en,48,Digital Forensics,Magnet AXIOM  Modernizing Digital Forensics Investigations
12050,Information security vs cybersecurity: What is the difference?,DataGuard - Privacy | InfoSec | Compliance,669,14712,331,0,en,169,Information Security,Information security vs cybersecurity difference
12051,What is Information Security (InfoSec) | Buzzword,Impact My Biz,2010,56574,284,3,en,92,Information Security,Information Security InfoSec  Buzzword
12052,CIA Triad,Neso Academy,2380000,223415,3458,42,en,968,Information Security,CIA Triad
12053,Information Security in 80 seconds,Mavim,2780,34936,171,7,Unknown,83,Information Security,Information Security 80 seconds
12054,Cyber Security In 7 Minutes | What Is Cyber Security: How It Works? | Cyber Security | Simplilearn,Simplilearn,3540000,2472471,50321,2886,en,427,Information Security,Cyber Security 7 Minutes  Cyber Security Works  Cyber Security  Simplilearn
12055,Information Security vs Cybersecurity,marknca,3410,44444,730,57,en,367,Information Security,Information Security vs Cybersecurity
12056,Information Security Tutorial,My CS,214000,42198,590,14,en,1650,Information Security,Information Security Tutorial
12057,Information Security Career Video,CareerOneStop,31500,78061,710,0,en,113,Information Security,Information Security Career Video
12058,Learn Cyber Security Full Course In 8 Hours,ThrillerQuests,99,93,1,2,en,29443,Information Security,Learn Cyber Security Course 8 Hours
12059,What is Information Security ? | Information Security Explained in 5 mins | Great Learning,Great Learning,810000,6056,125,5,en,414,Information Security,Information Security   Information Security Explained 5 mins  Great Learning
12060,CISSP Certification Course – PASS the Certified Information Security Professional Exam!,freeCodeCamp.org,8830000,805951,21700,445,en,48092,Information Security,CISSP Certification Course  PASS Certified Information Security Professional Exam
12061,Introduction to Computer Security - Information Security Lesson #1 of 12,Dr. Daniel Soper,63800,568930,4603,173,Unknown,2507,Information Security,Introduction Computer Security  Information Security Lesson 1 12
